doi,fields
10.1177/073401689201700203,Psychology_Moral psychology_Social cognitive theory of morality_The Conceptual Framework_Lawrence Kohlberg's stages of moral development_Moral disengagement_Deterrence theory_Moral development_Social psychology_Moral reasoning
10.1177/0032258x8505800204,Psychology_Deterrence theory_Criminology
10.2307/1143083,Psychiatry_Psychology_Mentally ill
10.1016/0305-1978(84)90016-4,Larva_Terpenoid_Sesquiterpene_Insect_Sitophilus_Dermestidae_Leptinotarsa_Trogoderma granarium_Traditional medicine_Botany_Biology
10.1177/0002716283469001008,Economics_Law and economics_Nuclear weapon_Law_Nuclear force_Panacea (medicine)_Dilemma_Missile_Know-how_Deterrence theory
10.1177/004056398504600230,Political science_Nuclear weapon_Theology_Bishops
10.2307/1963356,Political science_Deterrence theory_Economic history
10.1177/001083678301800305,Political economy_Political science_Pace_Credibility_Belief system_International relations_Deterrence theory_Foreign policy_Politics
10.1111/j.1540-4560.1987.tb00255.x,Positive economics_Economics_Conflict resolution_Foreign Policy Making_International relations_Deterrence theory
10.1007/978-1-349-07141-8_11,Law_Peace movement_Alliance_Humiliation_Past history_Deterrence theory_History
10.1111/j.1439-0418.1986.tb00901.x,No data.
10.1177/004056398604700104,Epistemology_Philosophy_Philosophical theology_Moral psychology_Moral theology_Natural theology_Moral reasoning
10.2307/796380,Political science_Law_Tort_Doctrine
10.7202/702521ar,Law and economics_Morality_Theology_Realism_Deterrence theory_History
10.1080/05679328308457438,No data.
10.1111/j.1540-4560.1987.tb00261.x,Political economy_Political science_Deterrence theory
10.2307/2619064,Economics_Law and economics_Nuclear strategy_Deterrence theory
10.2307/40202501,Political science_Deterrence theory_Criminology
10.1080/07430178708405321,Economics_Law and economics_Law_Deterrence theory
10.1007/978-1-349-18796-6_13,Strategic thinking_Political science_Law and economics_Nuclear weapon_Rationality_Harmony (color)_Security dilemma_Deterrence theory
10.1111/j.1533-8525.1991.tb00356.x,Epistemology_Sociology_Religiosity_Criminology
10.1017/s0008423900013871,Political economy_Political science_Economic history_Politics
10.1177/001979398503800223,Business_Occupational safety and health_Legal liability_Law_Deterrence theory
10.1080/03071848408522228,Political science_Illusion_Law and economics_Law_Deterrence theory
10.1177/095394688900200116,Philosophy_Law and economics_Morality_Theology_Realism_Deterrence theory
10.1007/bf00988571,Frass_Lepidoptera genitalia_PEST analysis_Beet armyworm_Noctuidae_Exigua_Amaranthus hybridus_Spodoptera eridania_Botany_Biology
10.1016/0001-4575(91)90033-2,Demography_Human factors and ergonomics_Occupational safety and health_Injury prevention_Transport engineering_Driver rehabilitation_Rehabilitation_Drunk drivers_Poison control_Suicide prevention_Medicine
10.1017/s002122370001075x,Political science_Criminology_Social psychology
10.1017/s0305741000016842,Military threat_Political economy_China_Barbarian_People's war_Wishful thinking_Central asia_Criminology_History
10.1007/978-94-009-6230-9_6,Political economy_Political science_Nuclear weapon_Law_Geopolitics_Disengagement theory_Aside_Warsaw pact_International relations_Deterrence theory_Politics
10.1007/978-1-349-05245-5_4,Specification_Positive economics_Empirical research_Economics_Conviction rate_Capital punishment_Estimation methods_Flood myth_Criticism
10.2307/20042288,Political science_Law and economics_Law_Reagan administration_Russian federation_Deterrence theory
10.3817/0385063003,Political science_Computer security_International security_National security_Security studies
10.7202/701684ar,Columbia university_Deterrence theory_Economic history_History
10.2307/2538954,Political science_Law and economics_Deterrence theory
10.2307/1288821,Political science_Law_Proportionality (mathematics)_Amendment_Exclusionary rule_Good faith_Search and seizure
10.1111/j.1540-4560.1987.tb00253.x,Political science_Law and economics_Deterrence theory
10.1002/jrs.1250180214,Analytical chemistry_Chemistry_Centralite_Nitrocellulose_Small arms_Rocket propellant_Raman spectroscopy_Propellant
10.1007/978-1-349-12005-5_7,Political economy_Political science_China_Public choice_Superpower_Third party_Cold war_Arms race_Deterrence theory
10.1300/j114v06n01_04,Engineering_Electronic security_Computer security
10.1177/03058298870160030810,Philosophy_Morality_Theology_Realism_Deterrence theory_Criminology
10.1080/07430178608405225,Political economy_Political science_Solidarity_Deterrence theory
10.1007/bf00160977,Political science_Deterrence theory_Authoritarianism_Criminology
10.1111/j.1751-0813.1983.tb05976.x,2-Nitropropane_Lucilia cuprina_Sheep blowfly_Veterinary medicine_Biology
10.1007/978-1-4612-2990-2_2,Attribution_Political science_Criminal law_Informal social control_Crime rate_Belief system_Federal republic of germany_Deterrence theory_Criminology
10.1007/bf01982340,Lepidoptera genitalia_Phototoxicity_Euxoa messoria_Noctuidae_Asteraceae_Thiophene_Botany_Biology
10.2307/800213,Criminal justice_Juvenile_Psychology_Law_Criminal law_Interview_Jurisdiction_Arson_Early adolescents_Juvenile delinquency_Criminology
10.1001/archpedi.1984.02140490018004,Physical therapy_Occupational safety and health_Injury prevention_Toddler_Accident prevention_Control subjects_Poison control_Injury control_Suicide prevention_Medicine
10.1007/bf00988205,Bioassay_Entomology_Shoot_Grazing_Hyrax_Furocoumarin_Furocoumarins_Herbivore_Botany_Biology
10.1017/s0229705100006406,Economics_Law and economics_Disarmament_Deterrence theory
10.2190/1mna-nufx-nhmv-qdbh,No data.
10.1016/0090-5720(89)90003-x,Positive economics_Economics_Law enforcement_Theoretical models_Criminal behavior_Capital punishment_Economic control_Homicide_Criminology
10.1111/j.1540-4560.1983.tb00131.x,Engineering_Conceptual model_Nuclear force_Military doctrine_Battle_Nuclear threat_Operations research_National security_Management science_Deterrence theory
10.1080/07430178608405266,Political science_Law and economics_Law_Deterrence theory
10.1016/0022-4804(87)90120-x,Internal medicine_Endocrinology_Growth factor_Epidermal growth factor_Animal model_Wound healing_Growth hormone_Bioinformatics_Hormone_Biology
10.1515/9781400856121.215,No data.
10.2307/3791240,Political economy_Government_Political science_Law_Ballot_Mainstream_Spectacle_Referendum_National security_Deterrence theory_Politics
10.1111/j.1540-4560.1987.tb00257.x,Political science_Law and economics_Deterrence theory
10.1055/s-2006-962246,No data.
10.1007/978-1-349-11524-2_7,Ballistic missile_Aeronautics_Flexible response_Cruise missile_Computer science
10.1111/j.1477-7053.1985.tb01104.x,No data.
10.2307/2621505,Sociology_Morality_Realism_Deterrence theory_Criminology
10.1111/j.1475-6765.1985.tb00126.x,Political economy_Transfer payment_Public good_Economics_Private good_Allocative efficiency_Merit good_Capitalism_Deterrence theory_Politics
10.1177/003463738608300327,Philosophy_Environmental ethics
10.1109/mtas.1985.5009970,Political economy_Economics_Nuclear weapon_Law_Body politic_Incentive_National security_Reciprocal inter-insurance exchange_Deterrence theory_Conceptualization_Politics
10.1007/978-1-349-17187-3_8,Public economics_Political economy_Political science_Vulnerability_Perception_Irony_Credibility_Arms control_Military technology_Deterrence theory_Politics
10.1037/e485802008-001,No data.
10.1080/01402398608437276,Political science_Law and economics_Nuclear strategy_Deterrence theory_Strategic studies
10.1016/0167-2681(86)90012-0,Solution concept_Independent set_Econometrics_Economics_Matrix games_Imputation (statistics)_Deterrence theory
10.2307/2617716,Political science_Law_Morality_Nuclear ethics_Deterrence theory_Criminology
10.2307/2073088,Neoclassical economics_Economics_Deterrence theory
10.1080/07430178608405240,Internet privacy_Psychology_Vulnerability_Perception_Deterrence theory_Social psychology
10.1002/spe.4380171003,Command substitution_Unix_Interpreter_Semantics_Programming language_Computer science_Functional programming_Syntax_Imperative programming_Unix architecture
10.1177/154193128703100713,Psychology_Operations management_Placebo_Alcohol intoxication_Compensatory tracking task_Pursuit tracking_Critical Tracking Task_Blood alcohol_After treatment_Anesthesia
10.1007/978-3-642-82943-7_15,Public economics_Complete information_Implementation theory_Mathematical economics_Extensive-form game_Economics_Equilibrium selection_Game theory_Bayesian game_Deterrence theory_Positive political theory
10.5840/ijap19863219,Just war theory_Political science_Law_Nuclear ethics_Deterrence theory
10.2307/1122783,No data.
10.1177/0011128787033003004,Sociology_Law and economics_Wrongdoing_Sanctions_Conventional wisdom_Corporation_Corporate governance_Corporate crime_Deterrence theory_Criminology_Punitive damages
10.1515/9781400856121.fm,No data.
10.13021/g8pppq.31983.1198,Economics_Law and economics_Deterrence theory
10.1148/radiology.156.3.4023251,Surgery_Temporomandibular joint_Healthy subjects_Medicine
10.1111/j.1468-5930.1985.tb00334.x,No data.
10.1136/jcp.40.1.123,Data science_Computer science_Bioinformatics_Text mining
10.1007/bf00144449,Retributive justice_Philosophy of law_Economics_Law and economics_Capital punishment_Deterrence theory_Social psychology_Political philosophy
10.1017/s0012217300016693,No data.
10.2307/257831410.1093/sf/62.2.398,Conformity_Logistic regression_Psychology_Metropolitan area_Organisation climate_Perception_Sanctions_Deterrence theory_Certainty_Social psychology
10.1080/01924036.1983.9688773,Political economy_Political science_China_Social control_Deterrence theory_Social psychology
10.1111/j.1467-9930.1985.tb00359.x,Rubric_Psychology_Police action_Deterrence theory_Criminology_Social psychology
10.1007/bf01942858,Ecology_Melanogaster_Drosophila funebris_Inhibitory effect_Reproductive behavior_Egg laying_Sex pheromone_Fecundity_Biology_Zoology
10.2307/3003672,Welfare_Commit_Economics_Equilibrium selection_Microeconomics_Product type_Commodity_Incentive_Industrial organization_Barriers to entry_Deterrence theory
10.1126/science.232.4754.1073,World Wide Web_Computer science_Text mining
10.1007/bf01295995,No data.
10.1080/07430178608405235,Positive economics_Economics_Deterrence theory
10.1093/ee/13.6.1498,Animal science_Larva_Lepidoptera genitalia_Spodoptera_Noctuidae_Field corn_Tifton_Fall armyworm_Egg masses_Biology
10.1111/j.1468-2427.1985.tb00435.x,Gender studies_Militarism_Sociology
10.2307/1143212,Engineering_Human factors and ergonomics_Occupational safety and health_Injury prevention_Accident prevention_Poison control_Injury control_Suicide prevention_Medical emergency_Forensic engineering
10.1007/bf01012099,Bioassay_PEST analysis_Lolium perenne_Endophyte_Curculionidae_Weevil_Listronotus bonariensis_Poaceae_Botany_Biology
10.1177/004056398704800403,Just war theory_Political science_Law_Deterrence theory
10.1016/0740-5472(86)90002-4,Psychiatry_Stressor_Psychology_Ingestion_Spouse_Impulsivity_Abstinence_Antabuse therapy_Abstinent alcoholic_Alcoholism treatment_Psychotherapist
10.1111/j.1467-8586.1985.tb00197.x,Economics_Microeconomics_Non-credible threat_Cheating_Credibility_Welfare economics
10.1515/9781400856121.23,No data.
10.1080/01636609109443742,Political science_Law and economics_Deterrence theory
10.1177/0011128784030004008,Psychology_Deterrence theory_Criminology_Certainty_Social psychology
10.1007/bf03186269,Host (biology)_Ecology_Acrididae_Insect_Orthoptera_Oxya nitidula_Plant species_Herbivorous insects_Feeding behavior_Biology
10.1080/01636608609450821,Economics_Law and economics_Deterrence theory
10.1016/0001-4575(87)90063-7,Engineering_Occupational safety and health_Publicity_Legislation_Drunk drivers_Legislation as Topic_Poison control_Computer security_Suicide prevention_Deterrence theory_Criminology
10.2135/cropsci1992.0011183x003200040038x,Horticulture_Condensed tannin_Tetranychus urticae_Bollworm_Fiber crop_Spider mite_Malvaceae_Heliothis virescens_Helicoverpa zea_Botany_Biology
10.2307/778312,No data.
10.1017/s0009840x00277664,No data.
10.1378/chest.90.1.107,Surgery_Placebo_Smoking cessation_Silver acetate_Treatment Setting_Aversive conditioning_Chewing gum_Metallic taste_Placebo group_Anesthesia_Medicine
10.2307/3439595,Oligopoly_Economics_Microeconomics_Goodwill_Sales promotion_Stock (geology)_Deterrence theory
10.1126/science.225.4659.268-c,No data.
10.2307/2185005,No data.
10.1016/0740-5472(86)90007-3,Advertising_Smokeless tobacco_Public health_Behavior change_Addictive behavior_Warning label_Substance abuse_Addiction_Medicine_Social psychology_Snuff
10.1007/978-1-349-06657-5_6,Possession (law)_Submarine_Ballistic missile_Political science_Aeronautics_Nuclear weapon_Navy_Limited war_Deterrence theory
10.2307/2620842,Business_International trade_Law_Arms control
10.1016/0090-5720(84)90003-2,Economics_Public administration_Deterrence theory
10.1093/ije/14.1.135,Epidemiology_Rural area_Public health_Health care_Population_Family medicine_Preventive healthcare_Program evaluation_Medicine_Gerontology_Developing country
10.1177/096701069202300105,Political science_Deterrence theory_Criminology
10.1016/0307-904x(85)90141-6,Criminal justice_Actuarial science_Economics_Commission_Sanctions_Prison_Population_Criminal behaviour_Deterrence theory
10.1037/e485522008-001,No data.
10.1109/maes.1987.5005347,Space Shuttle_Engineering_Control engineering_Technology forecasting_Control system_Systems engineering_User equipment_Global Positioning System_Constellation_System testing_Data-flow analysis
10.1086/292851,Public policy_Political science_Law and economics_Nuclear weapon_Morality_Policy studies_Public sphere_Public administration_Applied ethics_Deterrence theory_Politics
10.1080/00396338308442096,Software deployment_Nuclear warfare_Political economy_Political science_Nuclear weapon_Law_Flexible response_Military doctrine_Deterrence theory_Foreign policy_Politics
10.1177/002242788302000207,Psychology_Human factors and ergonomics_Crime control_Uniform Crime Reports_Apprehension_Dark figure of crime_Poison control_Deterrence theory_Criminology_Victimology
10.1111/j.1365-3032.1984.tb00681.x,Chemoreceptor_Larva_Leaf beetle_Insect_Alkaloid_Sensory receptor_Sparteine_Nicotine_Botany_Biology
10.3386/w1782,Empirical research_Autoregressive model_Economics_Null hypothesis_Quarter (United States coin)_Sanctions_Unemployment_Motor vehicle theft_Crime rate_Demographic economics
10.1177/002234338302000301,Political economy_Political science_Population_Accident prevention_Arms race_Poison control_Injury control_Computer security_Suicide prevention
10.1177/019145378401000310,Political science_Deterrence theory_Criminology
10.1080/00455091.1986.10717154,Political science_Environmental ethics
10.1177/0093854885012003001,Psychology_Human factors and ergonomics_Injury prevention_Dysfunctional family_Restitution_Poison control_Lawrence Kohlberg's stages of moral development_Suicide prevention_Moral development_Social psychology
10.3109/10601338709019648,Liability insurance_Marketing_Profit (economics)_Law_Publicity_Making-of_Liability_Drug marketing_Tort liability_Medical malpractice_Medicine
